Timestamp,Age,Gender,School Level,"What is the size of your class?
11/24/2025 20:20:05,17,Female,Secondary School,25,High,Often,Often,Often,1-2,Always,High,Yes,Always,Safe,Low,Low,Never,3-5 hours,No,,,
11/24/2025 20:20:50,17,Female,Secondary School,25,High,Sometimes,Sometimes,Sometimes,1-2,Often,High,Not sure,Sometimes,Slightly safe,High,High,Sometimes,3-5 hours,Yes,"Physical, Cyber",Sometimes,Ignore it/keep it to myself
11/24/2025 20:26:11,21,Female,College/Pre-University/University,170,High,Sometimes,Sometimes,Not at all,More than 5,Sometimes,High,Yes,Never,Safe,Low,High,Never,more than 5 hours,No,,,
11/24/2025 20:32:44,17,Female,Secondary School,7,High,Often,Sometimes,Sometimes,3-5,Always,Very High,Yes,Always,Safe,High,Low,Often,3-5 hours,Yes,"Verbal, Sexual",Rarely,"Tell a teacher or counsellor, Tell a parent or family member, Tell a friend, Ignore it/keep it to myself, Fight back or defend myself"
11/24/2025 21:13:20,21,Male,College/Pre-University/University,300,Very High,Often,Sometimes,Not at all,More than 5,Always,Low,Not sure,Never,Safe,High,High,Sometimes,1-2 hours,No,,,
11/24/2025 21:25:14,16,Female,Secondary School,29,Very High,Always,Always,Always,More than 5,Always,High,Yes,Always,Very safe,Very Low,High,Never,more than 5 hours,No,,,
11/25/2025 0:10:40,21,Female,College/Pre-University/University,15,High,Often,Sometimes,Sometimes,3-5,Often,High,Not sure,Often,Safe,Low,High,Sometimes,more than 5 hours,No,,,
11/25/2025 7:22:24,21,Male,College/Pre-University/University,22,High,Often,Sometimes,Sometimes,More than 5,Often,High,Not sure,Sometimes,Safe,High,High,Sometimes,more than 5 hours,No,,,
11/25/2025 8:52:58,23,Female,Primary School,30,Very High,Always,Never,Sometimes,3-5,Always,Very High,Yes,Sometimes,Slightly safe,Very High,Low,Often,more than 5 hours,Yes,Verbal,Always,Fight back or defend myself
11/25/2025 8:58:42,28,Female,College/Pre-University/University,30,High,Always,Sometimes,Always,More than 5,Always,High,Yes,Always,Safe,Low,High,Sometimes,3-5 hours,No,,,
11/25/2025 12:20:36,21,Female,College/Pre-University/University,30,High,Sometimes,Sometimes,Sometimes,1-2,Often,High,Not sure,Sometimes,Slightly safe,High,Very Low,Sometimes,more than 5 hours,No,,,
11/25/2025 13:06:58,21,Male,College/Pre-University/University,15,Very High,Always,Sometimes,Sometimes,1-2,Sometimes,High,Yes,Sometimes,Very safe,Low,High,Never,more than 5 hours,Yes,Verbal,Rarely,Ignore it/keep it to myself
11/25/2025 13:28:02,21,Male,College/Pre-University/University,150,Very High,Always,Sometimes,Sometimes,3-5,Often,High,Not sure,Often,Very safe,High,High,Never,3-5 hours,No,,,
11/26/2025 16:35:40,17,Female,Primary School,35,High,Never,Sometimes,Often,More than 5,Always,Low,No,Often,Not safe at all,Low,Low,Never,more than 5 hours,No,,,
11/26/2025 16:36:02,17,Male,Secondary School,33,Very High,Sometimes,Never,Often,More than 5,Always,High,Yes,Often,Safe,Low,High,Never,more than 5 hours,No,,,
11/26/2025 16:36:40,17,Female,Secondary School,33,Very High,Sometimes,Sometimes,Sometimes,More than 5,Often,High,Not sure,Sometimes,Slightly safe,Low,Low,Sometimes,more than 5 hours,No,,,
11/26/2025 16:37:33,17,Female,Secondary School,33,High,Never,Never,Sometimes,More than 5,Always,Low,Not sure,Sometimes,Very safe,High,High,Sometimes,more than 5 hours,No,,,
11/26/2025 16:38:50,17,Female,Secondary School,29,Low,Sometimes,Often,Sometimes,3-5,Often,High,No,Always,Safe,High,Low,Sometimes,more than 5 hours,No,,,
11/26/2025 16:40:20,18,Male,Secondary School,33,Low,Always,Sometimes,Sometimes,1-2,Sometimes,Very High,Not sure,Sometimes,Safe,Low,Low,Never,3-5 hours,No,,,
11/26/2025 16:42:10,17,Male,Secondary School,33,High,Often,Sometimes,Sometimes,3-5,Often,High,Not sure,Sometimes,Safe,Low,High,Never,1-2 hours,No,,,
11/26/2025 16:57:25,Tan Yu Harng,Male,Secondary School,32,Low,Never,Sometimes,Not at all,3-5,Sometimes,Low,Yes,Sometimes,Slightly safe,Low,Low,Sometimes,more than 5 hours,Yes,Physical,Sometimes,Tell a friend
11/26/2025 17:12:14,17,Female,Secondary School,32,Very High,Often,Never,Not at all,More than 5,Always,High,Yes,Often,Very safe,Low,Very High,Never,more than 5 hours,No,,,
11/26/2025 17:13:26,27,Female,College/Pre-University/University,6,Very High,Sometimes,Sometimes,Sometimes,More than 5,Sometimes,High,Yes,Never,Very safe,High,High,Sometimes,3-5 hours,No,,,
11/26/2025 17:14:22,17,Male,Secondary School,32,High,Sometimes,Sometimes,Sometimes,More than 5,Sometimes,Very High,Yes,Often,Safe,High,Very Low,Sometimes,more than 5 hours,No,,,
11/26/2025 17:14:32,17,Female,Secondary School,30,Very High,Sometimes,Sometimes,Often,More than 5,Often,High,Not sure,Often,Very safe,High,High,Never,more than 5 hours,No,,,
11/26/2025 17:16:35,17,Female,Secondary School,32,Very High,Always,Never,Not at all,More than 5,Always,High,Yes,Sometimes,Very safe,Very Low,Very High,Never,3-5 hours,No,,,
11/26/2025 17:17:52,17,Male,Secondary School,32,Very High,Always,Never,Sometimes,More than 5,Always,Very High,Yes,Often,Very safe,High,Very High,Never,1-2 hours,No,,,
11/26/2025 17:17:59,17,Male,Secondary School,32,Very High,Always,Never,Always,More than 5,Always,Very High,No,Always,Very safe,Very Low,Very High,Never,1-2 hours,No,,,
11/26/2025 17:18:33,17,Male,Secondary School,32,Low,Never,Always,Not at all,None,Sometimes,Low,No,Sometimes,Safe,High,Very Low,Sometimes,more than 5 hours,No,,,
11/26/2025 18:11:19,17,Female,Secondary School,24,High,Always,Sometimes,Not at all,1-2,Always,High,Yes,Sometimes,Safe,Low,High,Sometimes,3-5 hours,No,,,
11/26/2025 18:12:22,19,Female,College/Pre-University/University,17,High,Often,Often,Sometimes,More than 5,Always,High,Not sure,Often,Safe,Low,Low,Never,3-5 hours,No,,,
11/26/2025 18:14:32,17,Female,Primary School,19,Very High,Always,Always,Always,More than 5,Always,Very High,Not sure,Always,Very safe,Very High,Very High,Always,more than 5 hours,No,,,
11/26/2025 18:40:09,17,Female,Secondary School,24,Very High,Always,Sometimes,Sometimes,1-2,Sometimes,High,No,Often,Safe,High,High,Sometimes,more than 5 hours,No,,,
11/26/2025 18:40:40,20,Female,College/Pre-University/University,23,High,Often,Sometimes,Always,3-5,Often,High,Yes,Sometimes,Safe,Very High,Low,Sometimes,more than 5 hours,Yes,Verbal,Often,Ignore it/keep it to myself
11/26/2025 18:40:44,20 years old ,Female,College/Pre-University/University,23 students,Very High,Always,Sometimes,Sometimes,3-5,Often,Very High,Not sure,Often,Very safe,High,High,Sometimes,more than 5 hours,No,,,
11/26/2025 18:40:59,20,Female,College/Pre-University/University,23,High,Often,Often,Not at all,1-2,Often,High,Not sure,Sometimes,Safe,High,Low,Often,more than 5 hours,Yes,"Verbal, Relational / Social",Often,"Tell a friend, Fight back or defend myself"
11/26/2025 18:41:40,17,Female,Secondary School,24,High,Often,Never,Sometimes,More than 5,Sometimes,High,Yes,Always,Safe,Low,High,Sometimes,1-2 hours,No,,,
11/27/2025 14:04:40,17,Female,Secondary School,52,High,Often,Sometimes,Not at all,1-2,Often,High,Not sure,Often,Safe,High,Low,Sometimes,more than 5 hours,Yes,"Verbal, Cyber",Rarely,"Tell a teacher or counsellor, Tell a parent or family member, Tell a friend, Post about it online"
11/27/2025 14:12:25,17,Female,Secondary School,56,High,Often,Sometimes,Not at all,3-5,Often,Low,No,Sometimes,Safe,Very High,Low,Sometimes,3-5 hours,No,,,
11/27/2025 16:06:24,16,Male,Secondary School,30,High,Often,Sometimes,Sometimes,1-2,Sometimes,High,Not sure,Sometimes,Safe,Low,Low,Sometimes,more than 5 hours,No,,,
11/27/2025 16:07:20,17,Female,Secondary School,31,Very High,Always,Never,Sometimes,More than 5,Always,Very High,Yes,Always,Very safe,Low,High,Never,more than 5 hours,No,,,
11/27/2025 16:11:24,16,Male,Secondary School,30,Very High,Always,Sometimes,Often,3-5,Often,High,Yes,Often,Very safe,Low,High,Sometimes,3-5 hours,Yes,Verbal,Sometimes,"Tell a teacher or counsellor, Tell a parent or family member, Fight back or defend myself"
11/27/2025 17:19:08,21,Male,College/Pre-University/University,25,High,Often,Sometimes,Sometimes,1-2,Often,High,Yes,Sometimes,Safe,Low,High,Sometimes,3-5 hours,No,,,
11/27/2025 18:08:29,17,Female,Secondary School,36,Very High,Often,Sometimes,Sometimes,3-5,Always,High,Yes,Often,Safe,Low,High,Sometimes,3-5 hours,Yes,Relational / Social,Sometimes,"Tell a parent or family member, Tell a friend, Fight back or defend myself"
11/27/2025 18:39:28,18,Female,College/Pre-University/University,30,High,Often,Sometimes,Not at all,3-5,Always,Very High,Not sure,Often,Safe,Very Low,Very Low,Sometimes,more than 5 hours,No,,,
11/27/2025 19:04:00,25,Male,College/Pre-University/University,60,Very High,Often,Sometimes,Often,More than 5,Always,Very High,Yes,Always,Very safe,Low,Low,Sometimes,3-5 hours,No,,,
11/28/2025 1:22:13,22,Male,College/Pre-University/University,174,Very High,Often,Sometimes,Sometimes,More than 5,Often,High,No,Sometimes,Safe,High,High,Sometimes,3-5 hours,Yes,"Physical, Relational / Social",Rarely,Tell a friend
11/28/2025 10:32:55,21,Male,College/Pre-University/University,60+,Very High,Always,Never,Often,More than 5,Often,Low,Not sure,Often,Very safe,Very Low,Very High,Never,3-5 hours,No,,,
11/28/2025 12:32:45,17,Female,Secondary School,30,High,Always,Sometimes,Sometimes,More than 5,Often,High,Yes,Often,Very safe,Low,High,Never,3-5 hours,No,,,
11/28/2025 15:05:01,17,Female,Secondary School,35,Very High,Sometimes,Often,Not at all,More than 5,Always,Very High,No,Never,Slightly safe,Low,High,Never,3-5 hours,No,,,
11/28/2025 15:07:56,17,Male,Secondary School,31,High,Often,Sometimes,Not at all,More than 5,Always,High,Yes,Never,Safe,Low,High,Sometimes,3-5 hours,No,,,
11/28/2025 15:48:15,17,Female,Secondary School,24,High,Often,Sometimes,Sometimes,More than 5,Sometimes,High,Not sure,Sometimes,Safe,Low,High,Sometimes,3-5 hours,No,,,
11/28/2025 18:48:47,18,Female,College/Pre-University/University,20,Very High,Always,Sometimes,Sometimes,More than 5,Always,Very High,Yes,Always,Very safe,High,High,Sometimes,more than 5 hours,No,,,
11/28/2025 18:49:39,16,Female,Secondary School,31,Very High,Always,Sometimes,Sometimes,3-5,Always,Very High,Yes,Often,Very safe,Low,High,Sometimes,more than 5 hours,No,,,
11/28/2025 18:51:46,15,Female,Secondary School,26,High,Often,Sometimes,Sometimes,More than 5,Often,Low,Not sure,Sometimes,Safe,Low,Low,Sometimes,3-5 hours,No,,,
11/28/2025 19:01:02,16,Female,Secondary School,50,High,Sometimes,Sometimes,Sometimes,3-5,Often,High,Yes,Often,Safe,High,Low,Often,more than 5 hours,No,,,
11/28/2025 20:33:11,17,Female,Secondary School,36,High,Sometimes,Often,Sometimes,3-5,Often,High,Not sure,Sometimes,Safe,Low,Low,Sometimes,3-5 hours,Yes,Verbal,Rarely,Tell a friend
11/28/2025 21:25:05,18,Female,Secondary School,30,High,Often,Never,Not at all,More than 5,Often,High,Not sure,Never,Safe,Low,High,Never,more than 5 hours,No,,,
11/28/2025 22:38:57,17,Female,Secondary School,34,Low,Never,Never,Not at all,More than 5,Always,Low,Not sure,Sometimes,Very safe,High,Low,Sometimes,more than 5 hours,No,,,
11/29/2025 2:45:03,17,Female,Secondary School,39,High,Sometimes,Sometimes,Sometimes,More than 5,Often,High,No,Sometimes,Safe,Low,High,Sometimes,3-5 hours,Yes,Relational / Social,Sometimes,"Tell a parent or family member, Tell a friend, Ignore it/keep it to myself"
11/29/2025 8:04:21,17,Female,Secondary School,32,Low,Sometimes,Sometimes,Not at all,3-5,Always,High,Yes,Often,Safe,Very High,Low,Sometimes,more than 5 hours,No,,,
11/29/2025 12:33:28,17,Female,Secondary School,30,Very High,Often,Never,Sometimes,3-5,Sometimes,High,Not sure,Always,Safe,Low,High,Sometimes,3-5 hours,No,,,
11/29/2025 12:37:34,17,Female,Secondary School,43,High,Sometimes,Sometimes,Sometimes,3-5,Often,High,Yes,Often,Safe,Low,Low,Sometimes,more than 5 hours,No,,,
11/29/2025 13:13:50,21,Male,College/Pre-University/University,60,Very High,Always,Never,Sometimes,More than 5,Always,High,Yes,Sometimes,Safe,Low,High,Sometimes,more than 5 hours,No,,,
11/29/2025 14:09:09,20,Male,College/Pre-University/University,20,Low,Sometimes,Sometimes,Not at all,3-5,Often,High,Not sure,Sometimes,Safe,Low,High,Sometimes,3-5 hours,Yes,"Physical, Relational / Social, Cyber",Rarely,"Tell a friend, Post about it online, Do a prayer to God"
11/29/2025 14:31:45,17,Female,Secondary School,35,Very High,Often,Sometimes,Sometimes,3-5,Often,High,Not sure,Always,Safe,High,High,Always,more than 5 hours,Yes,"Verbal, Relational / Social",Rarely,"Tell a friend, Fight back or defend myself"
11/29/2025 14:41:50,17,Female,Secondary School,40,High,Often,Sometimes,Not at all,3-5,Often,High,Yes,Often,Safe,High,High,Sometimes,3-5 hours,No,,,
11/29/2025 15:53:23,23,Male,College/Pre-University/University,50,Very High,Always,Never,Sometimes,More than 5,Often,Low,No,Never,Not safe at all,Low,High,Sometimes,more than 5 hours,No,,,
11/29/2025 16:19:48,21,Male,College/Pre-University/University,70,High,Always,Sometimes,Sometimes,More than 5,Always,Very High,Yes,Always,Very safe,High,High,Sometimes,3-5 hours,No,,,
11/29/2025 16:20:19,16,Female,Secondary School,25,High,Never,Always,Sometimes,1-2,Sometimes,Low,Not sure,Sometimes,Safe,High,Low,Sometimes,more than 5 hours,No,,,
11/29/2025 16:24:04,17,Female,Secondary School,56,High,Often,Sometimes,Often,More than 5,Always,High,Not sure,Often,Safe,High,Low,Often,3-5 hours,No,,,
11/29/2025 16:45:59,17,Female,Secondary School,33,Very High,Always,Never,Sometimes,3-5,Often,High,Yes,Always,Very safe,Low,High,Never,1-2 hours,No,,,
11/29/2025 17:02:26,18,Female,Secondary School,50,High,Sometimes,Sometimes,Not at all,3-5,Often,Low,Not sure,Sometimes,Slightly safe,Low,Low,Sometimes,3-5 hours,No,,,
11/29/2025 17:52:59,17,Female,Secondary School,26,Very High,Always,Sometimes,Often,More than 5,Always,Very High,Yes,Always,Very safe,Low,High,Never,3-5 hours,No,,,
11/29/2025 18:10:26,17,Female,Secondary School,32,Low,Sometimes,Sometimes,Not at all,More than 5,Always,High,No,Sometimes,Safe,High,Low,Sometimes,3-5 hours,No,,,
11/29/2025 18:50:11,18,Female,Secondary School,44,High,Often,Sometimes,Not at all,More than 5,Always,Very High,Yes,Sometimes,Safe,Low,High,Sometimes,more than 5 hours,Yes,"Verbal, Relational / Social",Rarely,"Tell a parent or family member, Tell a friend"
11/29/2025 20:06:31,17,Male,Secondary School,39,High,Sometimes,Often,Not at all,1-2,Sometimes,Low,No,Sometimes,Slightly safe,High,Low,Often,3-5 hours,No,,,
11/29/2025 20:16:20,17,Male,Secondary School,13,Low,Never,Sometimes,Sometimes,More than 5,Often,High,Not sure,Sometimes,Very safe,High,Low,Never,more than 5 hours,Yes,Physical,Rarely,"Tell a teacher or counsellor, Tell a friend, Ignore it/keep it to myself"
11/29/2025 20:32:33,17,Female,Secondary School,31,High,Never,Sometimes,Sometimes,3-5,Always,High,Not sure,Always,Safe,High,Very Low,Sometimes,more than 5 hours,No,,,
11/29/2025 20:39:25,17,Female,Secondary School,56,High,Often,Sometimes,Sometimes,More than 5,Sometimes,Low,Yes,Sometimes,Safe,High,Low,Sometimes,more than 5 hours,No,,,
11/29/2025 21:48:20,17,Female,Secondary School,27,High,Sometimes,Never,Sometimes,3-5,Often,High,Not sure,Often,Safe,Low,Low,Sometimes,more than 5 hours,No,,,
11/29/2025 22:26:33,17,Female,Primary School,31,High,Never,Sometimes,Not at all,1-2,Sometimes,High,Not sure,Sometimes,Very safe,Very High,Low,Often,more than 5 hours,No,,,
11/29/2025 22:38:48,17,Female,Secondary School,18,Very High,Sometimes,Sometimes,Sometimes,1-2,Sometimes,High,No,Sometimes,Safe,Low,Low,Sometimes,more than 5 hours,No,,,
11/30/2025 0:08:15,17,Female,Secondary School,29,Low,Sometimes,Sometimes,Not at all,More than 5,Often,High,No,Sometimes,Safe,Low,Very Low,Never,more than 5 hours,No,,,
11/30/2025 8:38:30,17,Female,Primary School,31,High,Often,Sometimes,Sometimes,More than 5,Often,Low,Not sure,Sometimes,Very safe,Low,High,Sometimes,more than 5 hours,Yes,"Verbal, Relational / Social",Sometimes,"Tell a parent or family member, Tell a friend"
11/30/2025 10:31:57,17,Male,Secondary School,35,High,Never,Sometimes,Not at all,3-5,Sometimes,High,Yes,Sometimes,Safe,Low,Very Low,Sometimes,more than 5 hours,No,,,
11/30/2025 11:52:41,17,Female,Primary School,45,High,Sometimes,Often,Sometimes,More than 5,Sometimes,Low,Not sure,Sometimes,Slightly safe,Low,Low,Sometimes,more than 5 hours,No,,,
11/30/2025 11:55:55,18,Female,Secondary School,30,High,Often,Sometimes,Sometimes,More than 5,Sometimes,Low,Not sure,Sometimes,Slightly safe,High,High,Often,3-5 hours,No,,,
11/30/2025 21:05:29,17,Female,Secondary School,25,High,Always,Sometimes,Often,1-2,Often,High,Yes,Always,Safe,High,High,Sometimes,3-5 hours,Yes,"Verbal, Relational / Social",Rarely,"Tell a teacher or counsellor, Tell a parent or family member, Tell a friend, Ignore it/keep it to myself, Fight back or defend myself, Post about it online"
11/30/2025 21:53:02,17,Female,Secondary School,44,High,Sometimes,Often,Not at all,3-5,Sometimes,High,Not sure,Sometimes,Slightly safe,Low,Low,Sometimes,3-5 hours,No,,,
12/1/2025 9:03:46,16,Female,Secondary School,30++,Very High,Always,Never,Sometimes,More than 5,Often,High,Not sure,Sometimes,Safe,Low,High,Often,3-5 hours,No,,,
12/1/2025 16:46:05,21,Male,College/Pre-University/University,14,Very High,Always,Sometimes,Sometimes,More than 5,Always,High,Yes,Often,Safe,Low,Very High,Sometimes,more than 5 hours,Yes,Verbal,Sometimes,"Tell a teacher or counsellor, Tell a parent or family member, Tell a friend, Ignore it/keep it to myself, Fight back or defend myself, Post about it online"
12/2/2025 16:28:32,14,Female,Secondary School,25,Very High,Often,Sometimes,Sometimes,1-2,Often,High,Not sure,Often,Safe,High,Low,Sometimes,1-2 hours,No,,,
12/8/2025 15:15:46,19,Female,College/Pre-University/University,70,Very High,Always,Sometimes,Sometimes,More than 5,Always,High,Not sure,Often,Very safe,Very Low,High,Never,more than 5 hours,No,,,
12/8/2025 15:18:24,21,Female,College/Pre-University/University,150,Very High,Often,Never,Sometimes,3-5,Sometimes,Low,Not sure,Sometimes,Safe,High,High,Sometimes,more than 5 hours,Yes,"Verbal, Relational / Social",Sometimes,"Ignore it/keep it to myself, Fight back or defend myself"
12/8/2025 15:21:29,18,Male,College/Pre-University/University,22,High,Always,Sometimes,Sometimes,1-2,Always,High,Yes,Always,Very safe,Very High,Very High,Sometimes,3-5 hours,No,,,
12/8/2025 15:22:12,18,Female,College/Pre-University/University,23,High,Always,Often,Not at all,3-5,Often,Low,Not sure,Never,Slightly safe,Low,Very Low,Sometimes,more than 5 hours,No,,,
12/8/2025 15:24:10,19,Female,College/Pre-University/University,100+,Very High,Often,Never,Sometimes,1-2,Often,High,Not sure,Often,Safe,Low,High,Sometimes,more than 5 hours,No,,,
12/8/2025 15:26:35,20,Female,College/Pre-University/University,110+,High,Often,Sometimes,Sometimes,3-5,Sometimes,High,No,Sometimes,Safe,Low,High,Sometimes,more than 5 hours,Yes,Verbal,Rarely,Tell a friend
12/8/2025 15:29:21,20,Female,College/Pre-University/University,34,High,Always,Always,Always,3-5,Always,Very High,Not sure,Always,Very safe,Very High,Very High,Always,more than 5 hours,No,,,
12/8/2025 15:30:15,18,Female,College/Pre-University/University,10,High,Often,Sometimes,Not at all,3-5,Often,High,No,Never,Very safe,High,Low,Sometimes,more than 5 hours,No,,,
12/8/2025 15:34:19,19,Male,College/Pre-University/University,300,Very High,Always,Sometimes,Sometimes,More than 5,Always,Very High,Yes,Often,Very safe,Low,High,Sometimes,more than 5 hours,Yes,"Physical, Verbal",Rarely,"Tell a friend, Fight back or defend myself"
12/8/2025 15:35:33,19,Female,College/Pre-University/University,204,Very High,Always,Sometimes,Sometimes,More than 5,Often,High,Not sure,Often,Safe,Low,High,Sometimes,more than 5 hours,Yes,"Verbal, Relational / Social, Cyber",Rarely,"Tell a parent or family member, Tell a friend, Fight back or defend myself, Post about it online"
12/8/2025 15:42:34,21,Female,College/Pre-University/University,20,Low,Sometimes,Always,Not at all,3-5,Often,Low,No,Sometimes,Slightly safe,High,Low,Never,3-5 hours,Yes,"Relational / Social, Sexual",Sometimes,"Ignore it/keep it to myself, Fight back or defend myself"
12/8/2025 15:43:41,19,Female,College/Pre-University/University,20,Very High,Always,Never,Not at all,1-2,Always,Very High,Yes,Always,Safe,Low,High,Never,3-5 hours,Yes,"Physical, Relational / Social",Sometimes,"Tell a friend, Ignore it/keep it to myself"
12/8/2025 15:55:38,21,Female,College/Pre-University/University,72,Very High,Often,Sometimes,Sometimes,1-2,Always,High,Yes,Always,Safe,High,Low,Sometimes,3-5 hours,No,,,
12/8/2025 15:58:28,20's,Female,College/Pre-University/University,74,High,Often,Sometimes,Sometimes,More than 5,Sometimes,High,Not sure,Often,Safe,Very High,Low,Often,3-5 hours,Yes,Relational / Social,Often,"Tell a friend, Ignore it/keep it to myself, Fight back or defend myself"
12/8/2025 18:32:31,18,Male,College/Pre-University/University,28,Very High,Always,Sometimes,Often,More than 5,Always,Very High,Yes,Sometimes,Safe,High,Low,Sometimes,more than 5 hours,No,,,
12/9/2025 11:35:21,20,Male,College/Pre-University/University,30,High,Often,Often,Sometimes,More than 5,Sometimes,Very Low,Not sure,Sometimes,Safe,High,High,Sometimes,more than 5 hours,No,,,
12/10/2025 13:04:41,22,Male,College/Pre-University/University,30,High,Often,Sometimes,Sometimes,1-2,Sometimes,Low,Yes,Sometimes,Safe,Low,High,Never,more than 5 hours,Yes,Verbal,Sometimes,Ignore it/keep it to myself
12/10/2025 14:23:23,22,Female,College/Pre-University/University,14,High,Sometimes,Sometimes,Not at all,More than 5,Always,Low,No,Often,Safe,High,High,Never,more than 5 hours,No,,,
12/10/2025 17:34:00,20,Female,College/Pre-University/University,35,Very High,Sometimes,Sometimes,Sometimes,More than 5,Always,Very High,Yes,Often,Safe,Low,High,Sometimes,more than 5 hours,No,,,
12/10/2025 17:35:39,23,Female,College/Pre-University/University,60,High,Sometimes,Sometimes,Sometimes,1-2,Sometimes,High,Yes,Often,Safe,High,Low,Sometimes,3-5 hours,Yes,Verbal,Sometimes,Ignore it/keep it to myself
12/10/2025 17:35:42,22,Female,College/Pre-University/University,60,Very High,Always,Sometimes,Often,3-5,Often,Very High,Yes,Sometimes,Very safe,Low,High,Sometimes,3-5 hours,Yes,Physical,Rarely,"Tell a parent or family member, Fight back or defend myself"
12/10/2025 17:35:44,20,Female,College/Pre-University/University,50,High,Often,Sometimes,Sometimes,1-2,Often,High,Yes,Often,Safe,High,High,Never,3-5 hours,No,,,
12/10/2025 17:35:59,20,Female,College/Pre-University/University,30,Very High,Always,Never,Often,More than 5,Always,Very High,Not sure,Sometimes,Safe,Low,High,Never,more than 5 hours,No,,,
12/10/2025 17:36:13,21,Female,College/Pre-University/University,80,High,Sometimes,Sometimes,Not at all,1-2,Sometimes,High,Not sure,Sometimes,Safe,Low,Low,Sometimes,more than 5 hours,No,,,
12/10/2025 17:37:16,21,Female,College/Pre-University/University,50,High,Always,Sometimes,Not at all,3-5,Often,High,Yes,Sometimes,Safe,Very High,Low,Sometimes,more than 5 hours,No,,,
12/10/2025 17:37:17,21,Female,College/Pre-University/University,50,High,Sometimes,Sometimes,Sometimes,More than 5,Often,High,Not sure,Sometimes,Safe,High,High,Sometimes,more than 5 hours,No,,,
12/10/2025 17:37:23,21,Female,College/Pre-University/University,70,Very High,Never,Sometimes,Sometimes,More than 5,Often,Low,No,Sometimes,Slightly safe,Very High,High,Sometimes,more than 5 hours,No,,,
12/10/2025 17:40:50,22,Female,College/Pre-University/University,60,High,Always,Sometimes,Sometimes,More than 5,Often,High,Not sure,Sometimes,Very safe,Low,Low,Sometimes,3-5 hours,No,,,
12/10/2025 17:55:33,25,Female,College/Pre-University/University,36,Very High,Always,Sometimes,Not at all,More than 5,Often,High,Not sure,Sometimes,Slightly safe,High,Low,Sometimes,more than 5 hours,No,,,